observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
601:burden:overall:injuryLocation_knee_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_knee|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_knee_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_lower_leg_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_lower_leg|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_lower_limb_overall_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_lower_limb_overall|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_lower_limb_overall_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_lumbosacral_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_lumbosacral|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_lumbosacral_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_shoulder_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_shoulder|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_shoulder_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_thigh_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_thigh|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_thigh_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_trunk_overall_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_trunk_overall|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_trunk_overall_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_upper_arm_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_upper_arm|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_upper_arm_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_upper_limb_overall_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_upper_limb_overall|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_upper_limb_overall_burden; sourceDataRow=601,S377,
601:burden:overall:injuryLocation_wrist_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryLocation_wrist|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryLocation_wrist_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_abrasion_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_abrasion|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_abrasion_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_bone_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_bone|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_bone_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_bone_fracture_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_bone_fracture|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_bone_fracture_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_cartilage_injury_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_cartilage_injury|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_cartilage_injury_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_joint_sprain_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_joint_sprain|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_joint_sprain_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_laceration_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_laceration|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_laceration_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_ligament_joint_capsule_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_ligament_joint_capsule|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_ligament_joint_capsule_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_muscle_injury_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_muscle_injury|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_muscle_tendon_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_muscle_tendon|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_muscle_tendon_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_nervous_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_nervous|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_nervous_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_superficial_contusion_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_superficial_contusion|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_superficial_contusion_burden; sourceDataRow=601,S377,
601:burden:overall:injuryTissueType_superficial_tissues_skin_burden,select,S377,,No same-paper parent or granular overlap was identified in available evidence. This selection does not claim the paper is proven independent of every external source.,standardised.csv source row,,burden|overall|injuryTissueType_superficial_tissues_skin|sensitivity,supported,sensitivity,descriptive_only,false,S377|601|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,no_parent_granular_relation_identified_in_frozen_rows,injury-analysis-master.csv observation_id=601:burden:overall:injuryTissueType_superficial_tissues_skin_burden; sourceDataRow=601,S377,
606:burden:overall:main,select,S380,606,"Selected source count/hour or days/hour representation. The alignment pair review confirms the same outcome, but each descriptor-rich alternative lacks compatible quantitative coverage.",matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; complete quantitative detail coverage absent,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:main; sourceDataRow=606,S380,
606:burden:overall:injuryLocation_groin_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:injuryLocation_groin_burden; sourceDataRow=606,S380,
606:burden:overall:injuryLocation_lower_leg_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=606,S380,
606:burden:overall:injuryLocation_lower_limb_overall_burden,hold,S380,606,The alignment pair review does not verify a separable time-loss scope for this matching parent/category representation.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:injuryLocation_lower_limb_overall_burden; sourceDataRow=606,S380,
606:burden:overall:injuryLocation_thigh_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:injuryLocation_thigh_burden; sourceDataRow=606,S380,
606:burden:overall:injuryTissueType_muscle_injury_burden,duplicate,S380,606,Duplicate of the source-supported count/hour or days/hour representation for the same source outcome. This descriptor-only representation does not replace its sampling information.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; quantitative parent retained,606:burden:overall:main,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|606|Row 1|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=606:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=606,S380,
607:burden:overall:main,select,S380,607,"Selected source count/hour or days/hour representation. The alignment pair review confirms the same outcome, but each descriptor-rich alternative lacks compatible quantitative coverage.",matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; complete quantitative detail coverage absent,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:main; sourceDataRow=607,S380,
607:burden:overall:injuryLocation_groin_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:injuryLocation_groin_burden; sourceDataRow=607,S380,
607:burden:overall:injuryLocation_lower_leg_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=607,S380,
607:burden:overall:injuryLocation_lower_limb_overall_burden,hold,S380,607,The alignment pair review does not verify a separable time-loss scope for this matching parent/category representation.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:injuryLocation_lower_limb_overall_burden; sourceDataRow=607,S380,
607:burden:overall:injuryLocation_thigh_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:injuryLocation_thigh_burden; sourceDataRow=607,S380,
607:burden:overall:injuryTissueType_muscle_injury_burden,duplicate,S380,607,Duplicate of the source-supported count/hour or days/hour representation for the same source outcome. This descriptor-only representation does not replace its sampling information.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; quantitative parent retained,607:burden:overall:main,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|607|Row 2|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=607:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=607,S380,
608:burden:overall:main,select,S380,608,"Selected source count/hour or days/hour representation. The alignment pair review confirms the same outcome, but each descriptor-rich alternative lacks compatible quantitative coverage.",matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; complete quantitative detail coverage absent,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:main; sourceDataRow=608,S380,
608:burden:overall:injuryLocation_groin_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:injuryLocation_groin_burden; sourceDataRow=608,S380,
608:burden:overall:injuryLocation_lower_leg_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=608,S380,
608:burden:overall:injuryLocation_lower_limb_overall_burden,hold,S380,608,The alignment pair review does not verify a separable time-loss scope for this matching parent/category representation.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:injuryLocation_lower_limb_overall_burden; sourceDataRow=608,S380,
608:burden:overall:injuryLocation_thigh_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:injuryLocation_thigh_burden; sourceDataRow=608,S380,
608:burden:overall:injuryTissueType_muscle_injury_burden,duplicate,S380,608,Duplicate of the source-supported count/hour or days/hour representation for the same source outcome. This descriptor-only representation does not replace its sampling information.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; quantitative parent retained,608:burden:overall:main,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|608|Row 3|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=608:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=608,S380,
609:burden:overall:main,select,S380,609,"Selected source count/hour or days/hour representation. The alignment pair review confirms the same outcome, but each descriptor-rich alternative lacks compatible quantitative coverage.",matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; complete quantitative detail coverage absent,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:main; sourceDataRow=609,S380,
609:burden:overall:injuryLocation_groin_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:injuryLocation_groin_burden; sourceDataRow=609,S380,
609:burden:overall:injuryLocation_lower_leg_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=609,S380,
609:burden:overall:injuryLocation_lower_limb_overall_burden,hold,S380,609,The alignment pair review does not verify a separable time-loss scope for this matching parent/category representation.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:injuryLocation_lower_limb_overall_burden; sourceDataRow=609,S380,
609:burden:overall:injuryLocation_thigh_burden,select,S380,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:injuryLocation_thigh_burden; sourceDataRow=609,S380,
609:burden:overall:injuryTissueType_muscle_injury_burden,duplicate,S380,609,Duplicate of the source-supported count/hour or days/hour representation for the same source outcome. This descriptor-only representation does not replace its sampling information.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence; quantitative parent retained,609:burden:overall:main,burden|overall|restricted_muscle|sensitivity,supported,sensitivity,descriptive_only,false,S380|609|Row 4|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=609:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=609,S380,
623:burden:overall:main,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|all_injuries_scope_review|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:main; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_ankle_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_ankle|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_ankle_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_foot_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_foot|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_foot_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_groin_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_groin|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_groin_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_head_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_head|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_head_burden; sourceDataRow=623,S3881,policy_link_unresolved
