observation_id,outcome_scope,raw_outcome_scope,location,type,diagnosis,threshold_route,metric_alignment_status,reason,evidence,paper_id,sourceDataRow,metric,setting,metric_usability,evidence_grade,scope_alignment_status,adjudicated_outcome_scope,pair_review_status,source_title,time_loss_definition,exposure_method_status,reverse_exposure_supported,reverse_exposure_route,reverse_exposure_player_hours,reverse_exposure_evidence,model_eligibility,verified_injury_count,count_alignment_evidence,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,canonical_scope_basis,burden_numerator_hours_available,verified_days_lost,days_alignment_evidence,prefit_gate
780:burden:match:injuryLocation_groin_burden,injuryLocation_groin,injuryLocation_groin,groin,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_groin,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_knee_burden,injuryLocation_knee,injuryLocation_knee,knee,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_knee,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_lower_leg_burden,injuryLocation_lower_leg,injuryLocation_lower_leg,lower leg,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_lower_leg,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_lumbosacral_burden,injuryLocation_lumbosacral,injuryLocation_lumbosacral,lumbosacral,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_lumbosacral,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_neck_burden,injuryLocation_neck,injuryLocation_neck,neck,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_neck,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_shoulder_burden,injuryLocation_shoulder,injuryLocation_shoulder,shoulder,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_shoulder,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryLocation_thigh_burden,injuryLocation_thigh,injuryLocation_thigh,thigh,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_thigh,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryTissueType_joint_sprain_burden,injuryTissueType_joint_sprain,injuryTissueType_joint_sprain,,joint sprain,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_joint_sprain,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryTissueType_ligament_joint_capsule_burden,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryTissueType_muscle_injury_burden,injuryTissueType_muscle_injury,injuryTissueType_muscle_injury,,muscle injury,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_muscle_injury,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryTissueType_muscle_tendon_burden,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
780:burden:match:injuryTissueType_vessels_burden,injuryTissueType_vessels,injuryTissueType_vessels,,vessels,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,780,burden,match,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_vessels,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:main,all_injuries_scope_review,all_injuries_scope_review,,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The saved source context flags a numerator, days or denominator mismatch for this metric.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,supported_all_injury_scope,all_injuries,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_ankle_burden,injuryLocation_ankle,injuryLocation_ankle,ankle,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_ankle,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_elbow_burden,injuryLocation_elbow,injuryLocation_elbow,elbow,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_elbow,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_foot_burden,injuryLocation_foot,injuryLocation_foot,foot,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_foot,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_forearm_burden,injuryLocation_forearm,injuryLocation_forearm,forearm,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_forearm,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_groin_burden,injuryLocation_groin,injuryLocation_groin,groin,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_groin,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_hand_burden,injuryLocation_hand,injuryLocation_hand,hand,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_hand,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_head_burden,injuryLocation_head,injuryLocation_head,head,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_head,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_knee_burden,injuryLocation_knee,injuryLocation_knee,knee,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_knee,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_lower_leg_burden,injuryLocation_lower_leg,injuryLocation_lower_leg,lower leg,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_lower_leg,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_lumbosacral_burden,injuryLocation_lumbosacral,injuryLocation_lumbosacral,lumbosacral,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_lumbosacral,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryLocation_thigh_burden,injuryLocation_thigh,injuryLocation_thigh,thigh,,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_thigh,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_abrasion_burden,injuryTissueType_abrasion,injuryTissueType_abrasion,,abrasion,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_abrasion,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_bone_fracture_burden,injuryTissueType_bone_fracture,injuryTissueType_bone_fracture,,bone fracture,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_bone_fracture,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_cartilage_synovium_bursa_burden,injuryTissueType_cartilage_synovium_bursa,injuryTissueType_cartilage_synovium_bursa,,cartilage synovium bursa,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_cartilage_synovium_bursa,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_joint_sprain_burden,injuryTissueType_joint_sprain,injuryTissueType_joint_sprain,,joint sprain,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_joint_sprain,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_ligament_joint_capsule_burden,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_muscle_contusion_burden,injuryTissueType_muscle_contusion,injuryTissueType_muscle_contusion,,muscle contusion,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_muscle_contusion,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_muscle_injury_burden,injuryTissueType_muscle_injury,injuryTissueType_muscle_injury,,muscle injury,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_muscle_injury,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_muscle_tendon_burden,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_tendinopathy_burden,injuryTissueType_tendinopathy,injuryTissueType_tendinopathy,,tendinopathy,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_tendinopathy,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
781:burden:training:injuryTissueType_vessels_burden,injuryTissueType_vessels,injuryTissueType_vessels,,vessels,,sensitivity,hold,"Saved primary-source audit identifies a separate time-loss result, but no approved minimum-day threshold is recorded. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary | injury-rule-review-2026-09-14 exposure-method-approval,S4562,781,burden,training,none,saved source audit,hold_restricted_scope,restricted: injuryTissueType_vessels,not_matching_pair,Injuries and Illnesses in National Team Male Futsal Players: A Prospective Seven-Year Cohort Study.,medical attention and/or time-loss,human_accepted_for_main_analysis_consideration,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_ankle_burden,injuryLocation_ankle,injuryLocation_ankle,ankle,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_ankle,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_chest_burden,injuryLocation_chest,injuryLocation_chest,chest,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_chest,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_elbow_burden,injuryLocation_elbow,injuryLocation_elbow,elbow,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_elbow,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_foot_burden,injuryLocation_foot,injuryLocation_foot,foot,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_foot,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_groin_burden,injuryLocation_groin,injuryLocation_groin,groin,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_groin,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_hand_burden,injuryLocation_hand,injuryLocation_hand,hand,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_hand,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
787:burden:overall:injuryLocation_head_burden,injuryLocation_head,injuryLocation_head,head,,,sensitivity,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,S4629,787,burden,overall,none,saved source audit,hold_restricted_scope,restricted: injuryLocation_head,not_matching_pair,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,physical complaint (time-loss and medical attention),not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
